This file was created using the 202606 CRSP database.
It contains value- and equally-weighted returns for  10 prior return portfolios.

The portfolios are constructed daily.  PRIOR_RET is from - 250 to - 21.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Daily
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19270818,   0.29,   0.69,   0.09,   0.18,  -0.13,   0.09,   0.05,  -0.18,  -0.11,  -0.12
19270819,  -1.66,  -0.14,  -0.47,   0.24,  -0.16,  -0.06,  -0.01,   0.15,   1.12,  -0.06
19270820,   0.47,  -0.14,   0.06,   0.52,   0.14,   0.08,   0.16,   0.29,   0.99,   1.26
19270822,  -0.49,  -0.36,  -0.12,   0.21,   0.51,   0.62,   0.53,   0.43,   0.50,   0.53
19270823,  -0.86,  -0.63,   0.16,   0.13,   0.29,   0.03,  -0.05,   0.56,  -0.12,   0.02
19270824,  -0.97,  -0.72,  -0.11,   0.09,   0.24,   0.08,   0.24,   0.35,   0.78,   0.04
19270825,  -0.20,  -0.45,  -0.37,  -0.25,  -0.16,  -0.18,  -0.10,   0.14,   0.63,   0.27
19270826,  -0.39,  -0.22,  -0.29,  -0.19,  -0.08,   0.15,   0.27,   0.30,   1.16,  -0.28
19270827,   0.01,  -0.34,  -0.29,  -0.04,  -0.26,  -0.18,  -0.46,   0.08,   0.18,   0.43
19270829,  -0.76,  -0.68,  -0.65,   0.14,  -0.11,  -0.04,  -0.27,   0.51,   0.13,   0.13
19270830,  -0.19,   0.05,  -0.10,   0.12,  -0.38,  -0.14,  -0.35,   0.45,   0.26,   0.03
19270831,  -0.11,  -0.57,  -0.34,  -0.27,  -0.53,  -0.18,  -0.89,  -0.49,  -0.60,  -1.14
19270901,   1.19,   1.26,   0.65,   0.67,   0.76,   0.59,   0.95,   1.03,   0.95,   1.46
19270902,  -0.18,   0.04,   0.05,   1.17,   0.80,   0.52,   0.75,   0.68,   0.55,   0.80
19270903,   1.22,   0.29,   0.57,   0.52,   0.44,   0.43,   0.34,   0.27,   0.94,   0.53
19270906,   0.86,   0.62,   0.06,   0.40,   0.55,   0.75,   1.44,   1.41,   1.39,   0.98
19270907,   1.50,   0.08,   0.18,   0.05,   0.78,   0.35,   0.49,   0.80,   0.43,   0.38
19270908,  -0.12,   0.50,   0.58,   0.36,  -0.23,   0.16,  -0.26,   0.09,  -0.53,  -0.04
19270909,   0.06,  -0.32,   0.24,  -0.66,  -0.45,  -0.36,  -0.90,  -0.75,  -1.17,  -0.94
19270910,   1.27,   0.58,   0.21,   0.38,   0.35,   0.41,   0.38,   0.86,   0.31,   1.00
19270912,  -0.66,  -0.01,   0.42,  -0.70,  -0.07,  -0.14,  -0.73,  -0.65,  -0.45,  -0.84
19270913,   1.31,   0.54,   0.66,   0.57,   1.36,   1.85,   0.82,   0.97,   1.71,   1.72
19270914,  -1.06,  -0.65,  -0.04,  -0.32,   0.19,   0.03,   0.76,  -0.01,   1.20,   1.33
19270915,  -0.61,  -0.26,  -0.84,  -0.01,  -0.40,  -0.24,   0.82,   0.77,   1.05,   0.32
19270916,  -0.68,  -0.33,  -0.53,   0.21,   0.72,  -0.32,  -0.35,   0.05,  -0.28,   1.63
19270917,  -0.88,  -0.12,  -0.31,   0.15,   0.04,  -0.32,  -0.12,  -0.23,  -0.59,  -0.64
19270919,  -0.07,   0.04,   0.09,  -0.66,   0.15,  -0.50,  -0.51,  -0.47,  -0.79,   0.07
19270920,   0.70,   0.74,   0.64,   0.05,   0.45,   0.88,   0.88,   0.52,   0.49,  -0.09
19270921,   0.44,   0.35,   0.20,   0.29,   0.11,  -0.16,  -0.20,  -0.13,   0.03,  -1.07
19270922,  -1.02,  -1.54,  -0.94,  -0.95,  -1.09,  -0.97,  -0.95,  -1.50,  -1.69,  -1.14
19270923,  -0.03,  -0.06,   0.31,   0.11,   0.56,   0.35,   0.36,   0.52,   1.17,   0.84
19270924,   0.03,   0.21,   0.71,   0.77,   0.36,   0.42,   0.71,   0.67,   0.61,   1.48
19270926,  -1.09,  -0.40,  -0.78,  -0.78,  -0.42,  -0.46,  -0.48,  -1.34,  -1.03,  -2.25
19270927,  -0.41,   0.01,  -0.32,   0.18,   0.21,   0.29,   0.03,   0.03,   0.20,   0.60
19270928,  -0.71,  -0.06,   0.13,  -0.24,  -0.01,  -0.03,  -0.35,  -0.38,  -0.36,  -1.48
19270929,  -0.59,   0.19,  -0.22,   0.08,   0.02,   0.13,   0.26,   0.43,   0.14,   0.34
19270930,   0.72,   0.52,   0.36,   0.75,   0.92,   1.19,   1.52,   1.35,   1.39,   2.11
19271001,  -0.43,   0.15,   0.11,   0.24,   0.39,   0.33,   0.16,   0.55,   0.45,   0.79
19271003,   0.39,  -0.40,  -0.07,   0.19,   0.39,   1.20,   0.96,   0.35,   0.00,  -0.11
19271004,  -0.24,  -0.52,  -0.49,  -0.42,  -0.26,  -0.60,  -0.56,  -0.97,  -0.57,   0.68
19271005,  -0.69,  -0.56,  -0.33,   0.03,  -0.68,  -0.21,  -0.73,  -0.48,  -0.10,   0.13
19271006,   0.14,  -0.98,   0.27,   0.22,   0.02,   0.57,   0.68,   0.43,   0.06,   0.24
19271007,  -0.87,  -1.00,  -0.53,  -1.06,  -0.44,  -0.33,  -0.82,  -0.91,  -1.00,  -0.91
19271008,  -1.20,  -0.73,  -0.20,  -0.11,  -0.60,  -0.09,  -0.29,  -0.48,  -0.25,  -0.22
19271010,  -1.97,  -0.26,  -0.06,  -0.68,  -0.73,  -0.13,  -0.67,  -0.49,  -1.08,  -0.12
19271011,   0.51,   0.26,  -0.29,   0.41,   0.17,  -0.13,  -0.07,   0.13,   0.18,   0.19
19271013,   0.32,   1.24,   0.56,   0.11,   0.88,   0.44,   0.67,   0.57,   1.08,   1.31
19271014,   1.32,   0.46,   0.48,   0.21,   0.07,  -0.22,   0.14,   0.03,  -0.07,  -0.07
19271015,   0.10,   0.92,  -0.38,   0.00,   0.02,   0.05,  -0.24,   0.08,   0.14,   0.11
19271017,  -1.90,  -1.10,  -0.60,  -0.97,  -1.24,  -0.97,  -0.89,  -1.25,  -1.51,  -2.49
19271018,  -0.08,   0.07,   0.28,   0.43,   0.38,   0.19,   0.49,   0.14,   0.33,   1.13
19271019,   0.21,  -0.09,  -0.36,  -0.08,  -0.90,  -0.70,  -0.22,  -1.11,  -1.13,  -1.89
19271020,  -1.32,  -0.93,  -0.53,  -0.93,  -0.60,  -0.95,  -0.70,  -1.36,  -1.62,  -1.37
19271021,   0.80,   1.34,   0.93,   0.15,  -0.74,  -1.22,  -0.68,  -0.88,  -0.63,  -1.92
19271022,   0.34,  -0.30,  -0.24,  -0.26,  -0.54,  -0.31,  -0.70,  -0.71,  -1.13,  -1.78
19271024,   0.62,   0.99,   0.83,   0.60,   0.30,   0.47,   0.42,   0.14,   0.69,  -0.02
19271025,   1.69,   0.28,   0.90,   0.88,   1.45,   1.43,   1.66,   1.74,   1.71,   3.56
19271026,   0.04,  -0.18,  -0.48,   0.19,   0.09,   0.14,   0.34,  -0.13,   0.12,   0.04
19271027,  -0.59,  -0.38,  -0.84,  -0.46,  -0.26,  -0.09,  -0.30,  -0.54,  -0.32,  -0.72
19271028,  -2.46,  -1.22,  -0.56,  -1.18,  -1.44,  -1.20,  -1.19,  -1.65,  -1.54,  -3.03
19271029,  -0.17,  -0.35,  -0.34,  -0.40,  -0.35,  -0.59,  -0.51,  -0.67,  -0.71,  -0.27
19271031,   0.95,   0.47,   0.91,   0.55,   0.17,   0.60,   0.94,   0.95,   0.97,   1.34
19271101,   0.00,   0.16,   0.09,   0.23,  -0.09,  -0.14,   0.18,   0.25,  -0.03,  -0.60
19271102,   1.43,   1.32,   1.47,   1.19,   0.82,   0.43,   0.98,   0.94,   1.34,   1.58
19271103,   3.90,   2.21,   2.05,   1.40,   0.82,   0.78,   0.74,   1.35,   1.12,   1.11
19271104,  -1.69,  -1.03,   0.41,  -0.24,  -0.04,  -0.01,   0.22,   0.12,   0.18,  -1.07
19271105,   0.86,  -0.14,  -0.32,  -0.11,   0.53,   1.07,   0.58,   0.87,   0.38,   1.14
19271107,  -0.36,   0.03,   0.07,   0.17,   0.52,   0.48,   0.81,   0.43,   1.24,   1.05
19271109,   0.04,  -0.81,  -0.79,  -0.15,  -0.35,  -0.63,  -0.68,  -1.02,  -0.31,  -2.11
19271110,   0.23,   0.07,   0.16,  -0.02,   0.30,   0.02,   0.45,   0.66,   0.60,   0.10
19271111,   0.07,   0.68,   0.28,   0.13,   0.86,   0.31,   0.93,   1.02,   1.88,   1.80
19271112,   0.80,  -0.22,   0.27,   0.37,   0.38,   0.39,   0.43,   0.50,   0.26,   0.51
19271114,   0.55,   0.42,   0.18,   0.59,   0.55,   0.39,   0.51,   0.98,   0.57,   0.54
19271115,   1.43,   1.94,   0.51,   1.08,   0.16,  -0.08,  -0.23,  -0.14,  -0.46,   0.48
19271116,   0.06,  -0.09,  -0.50,   0.45,   0.10,  -0.20,   0.06,   0.12,  -0.29,  -0.01
19271117,   1.50,  -0.38,   0.14,   0.08,   0.11,   0.22,   0.36,   0.08,   0.16,   0.27
19271118,   2.14,   0.74,   0.34,   0.61,   0.06,   0.48,   0.90,   1.18,   0.65,   0.83
19271119,   0.44,   0.15,   0.13,   0.37,   0.22,  -0.01,   0.36,   0.50,   0.36,   0.19
19271121,  -0.18,  -0.47,   0.20,  -0.04,  -0.36,  -0.25,  -0.52,  -0.46,  -0.71,  -2.12
19271122,   1.14,  -0.62,   0.09,   0.29,   0.44,   0.47,   0.06,   0.48,   0.76,   0.55
19271123,  -0.43,   0.54,   0.37,   0.09,   0.20,   0.42,   0.64,   0.31,   0.34,  -0.31
19271125,   0.37,   0.04,   0.16,   0.35,   0.42,   0.36,   0.57,   0.44,  -0.06,  -0.10
19271126,   0.98,  -0.04,  -0.15,   0.06,  -0.07,  -0.10,   0.21,  -0.20,  -0.04,   0.15
19271128,  -0.98,  -0.04,  -0.65,  -0.72,  -0.77,  -0.58,  -0.67,  -0.94,  -0.74,  -1.31
19271129,   1.13,   1.03,   0.60,   0.58,   0.51,   0.29,   0.51,   0.34,   1.36,   0.97
19271130,  -0.47,  -1.03,  -0.70,  -0.27,  -0.08,   0.32,   0.83,   0.74,   0.42,   2.28
19271201,  -2.00,  -0.58,  -0.25,   0.06,  -0.25,  -0.09,  -0.61,  -0.65,  -0.80,  -1.04
19271202,  -1.06,  -0.72,   0.08,  -0.16,   0.38,   0.42,   0.43,   0.81,   0.20,   0.17
19271203,   0.22,   0.02,   0.12,  -0.02,   0.49,   0.44,   0.27,   0.32,   0.44,   1.02
19271205,   0.15,  -0.84,  -0.47,  -0.45,  -0.51,  -0.28,  -0.43,  -0.54,   0.02,  -0.92
19271206,   0.54,   0.76,  -0.16,   0.37,  -0.41,  -0.25,  -0.10,  -0.31,   0.08,   0.53
19271207,  -0.41,  -0.96,  -0.36,  -0.27,  -0.62,  -0.31,  -0.94,  -0.29,   0.04,  -0.99
19271208,  -1.00,  -0.99,  -0.32,  -0.59,  -0.62,  -0.60,  -1.16,  -0.94,  -1.16,  -0.99
19271209,   0.31,   0.56,   0.12,   0.48,   1.07,   1.38,   1.07,   1.42,   1.41,   1.42
19271210,   0.81,  -0.01,  -0.01,   0.08,   0.09,  -0.06,   0.01,   0.15,   0.12,  -0.13
19271212,   1.17,   0.79,   1.19,   0.57,   0.37,   0.22,   0.98,   0.32,   0.41,   1.28
19271213,  -0.26,   0.02,   0.38,  -0.02,   0.53,   0.74,   0.39,   0.40,   0.43,   0.26
19271214,  -0.80,  -0.32,   0.21,  -0.13,  -0.33,  -0.45,  -0.16,  -0.55,  -0.81,  -0.61
19271215,   1.08,   0.14,   0.50,   0.51,   0.52,   0.22,   0.81,   0.53,   0.19,   1.10
19271216,   2.01,   0.54,  -0.19,   0.27,   0.64,   0.37,   0.98,   0.57,   0.88,   1.34
19271217,   2.64,   0.66,   1.11,  -0.01,  -0.13,   0.07,  -0.73,  -0.14,   0.32,  -0.17
19271219,   0.83,   0.27,   0.10,   0.19,  -0.16,   0.05,   0.22,   0.07,   0.20,   1.15
19271220,  -0.54,  -1.33,  -0.03,   0.16,   0.18,  -0.18,  -0.05,   0.16,  -0.01,   0.39
19271221,  -0.76,   0.11,   0.07,   0.08,   0.17,  -0.23,   0.16,  -0.05,  -0.19,  -0.22
19271222,  -0.23,  -0.25,  -0.44,   0.06,   0.13,  -0.03,  -0.05,   0.21,  -0.16,  -0.52
19271223,  -0.24,  -0.18,   0.24,  -0.09,   0.29,   0.03,   0.59,   0.57,   0.19,   0.00
19271224,   0.44,   0.17,  -0.23,   0.00,  -0.05,   0.25,   0.18,   0.06,   0.00,   0.59
19271227,   0.13,  -0.70,  -0.02,  -0.42,  -0.17,  -0.14,   0.03,  -0.16,   0.32,   0.90
19271228,  -0.24,  -0.06,  -0.52,  -0.49,  -0.72,  -0.41,  -0.77,  -0.70,  -0.76,  -0.75
19271229,   0.48,  -0.29,  -0.17,  -0.23,   0.07,   0.11,   0.44,   0.28,   0.27,   0.50
19271230,   2.20,   1.04,   0.23,   0.79,   0.66,   0.39,  -0.05,   0.68,   0.52,  -0.16
19271231,   0.91,   0.50,   0.39,   0.16,   0.05,   0.35,   0.17,   0.15,   0.65,   0.56
19280103,   1.59,   0.95,   0.49,   0.36,   0.22,   0.35,   0.34,   0.19,   0.33,   0.88
19280104,   0.74,  -0.32,  -0.48,  -0.03,  -0.05,  -0.25,  -0.08,  -0.04,  -0.13,  -0.54
19280105,  -0.86,   0.22,  -0.77,  -0.39,   0.00,  -0.44,  -0.58,  -1.08,  -1.69,  -0.85
19280106,   0.25,   1.18,   0.39,   0.25,   0.26,   0.50,   0.86,   0.81,   0.71,   0.57
19280107,  -0.56,   0.14,   0.68,   0.25,   0.01,  -0.04,   0.35,  -0.06,   0.25,   0.15
19280109,  -1.69,  -0.65,  -0.44,  -0.48,  -0.55,  -0.66,  -0.66,  -0.92,  -1.56,  -1.46
19280110,  -1.07,  -0.91,  -1.18,  -0.72,  -0.34,  -0.66,  -0.43,  -1.18,  -1.13,  -1.29
19280111,   0.63,   0.44,   0.69,   0.55,   0.19,  -0.08,  -0.07,   0.49,  -0.17,   0.47
19280112,   1.14,   0.59,   0.90,  -0.18,   0.28,   0.29,   0.23,   0.59,   0.96,   0.61
19280113,   0.42,   1.06,   0.63,   0.51,   0.55,   0.49,   0.74,   0.63,   0.64,   0.84
19280114,  -0.38,  -0.37,  -0.43,  -0.44,  -0.48,  -0.48,  -0.87,  -0.48,  -1.05,  -0.92
19280116,  -0.56,  -1.06,  -0.79,  -0.45,  -0.52,  -0.95,  -1.04,  -1.14,  -0.96,  -1.70
19280117,  -0.42,  -0.26,   0.67,   0.03,   0.09,   0.38,   0.04,   0.12,   0.33,   0.51
19280118,  -0.82,  -0.64,  -0.97,  -0.67,  -0.17,  -0.23,  -0.04,  -0.26,  -0.17,  -0.42
19280119,   0.17,   0.10,   0.32,   0.27,   0.42,   0.36,   0.65,   0.62,   1.00,   0.98
19280120,   0.55,   0.43,   0.53,   0.21,   0.23,   0.76,   0.57,   0.53,   0.84,   1.08
19280121,   0.26,   0.23,  -0.10,   0.07,  -0.03,   0.28,  -0.09,   0.67,   0.43,   0.56
19280123,   0.83,  -0.06,   0.01,   0.22,   0.39,   0.77,   0.86,   0.63,   0.70,   1.86
19280124,  -0.54,  -0.35,  -0.03,   0.03,   0.25,   0.56,   0.33,   0.93,   0.17,   0.36
19280125,  -1.06,  -1.16,  -0.97,  -0.70,  -0.62,  -1.03,  -1.38,  -1.25,  -1.14,  -1.44
19280126,   0.88,   0.09,   0.31,   0.49,   0.57,   0.84,   0.49,   0.52,   0.37,   1.22
19280127,   0.47,  -0.03,   0.65,   0.07,   0.10,   0.13,   0.56,   0.53,   0.24,   0.54
19280128,   0.04,  -0.28,  -0.40,  -0.14,  -0.21,  -0.60,  -0.52,  -0.68,  -0.78,  -1.05
19280130,   0.03,  -0.50,  -0.34,  -0.23,  -0.10,  -0.37,  -0.80,  -0.11,  -0.68,  -0.81
19280131,   0.28,  -0.05,  -0.38,   0.21,   0.12,   0.31,   0.53,   0.41,   0.66,   1.02
19280201,  -0.50,  -0.55,  -0.50,  -0.38,  -0.06,   0.03,  -0.33,  -0.14,  -0.29,   0.07
19280202,   0.16,   0.07,  -0.13,   0.28,   0.24,   0.21,   0.39,   0.16,   1.16,   1.43
19280203,  -1.29,  -1.25,  -0.87,  -1.04,  -0.77,  -0.75,  -1.26,  -0.86,  -1.77,  -1.85
19280204,  -0.62,  -0.09,  -0.12,  -0.11,   0.05,   0.20,   0.00,   0.12,   0.49,  -0.18
19280206,   0.58,  -0.29,   0.34,  -0.17,  -0.11,   0.35,   0.57,   0.11,   0.46,   0.78
19280207,  -1.31,  -1.09,  -0.20,  -0.42,  -0.20,  -0.67,  -0.12,  -0.10,  -0.08,  -0.06
19280208,  -0.27,  -0.86,  -0.66,  -0.24,  -0.06,   0.01,   0.58,   0.43,   0.52,   0.29
19280209,   0.44,  -0.05,   1.09,   0.22,   0.17,   0.28,   1.35,   0.32,   0.46,   0.13
19280210,  -0.73,   0.47,  -0.18,  -0.01,   0.01,  -0.03,   0.00,  -0.28,   0.02,  -0.39
19280211,   0.30,   0.17,  -0.84,   0.07,   0.23,  -0.02,  -0.08,   0.06,  -0.03,  -0.19
19280214,   0.23,   0.01,  -0.32,  -0.29,  -0.24,  -0.38,  -0.35,  -0.54,  -0.55,  -0.43
19280215,  -0.97,  -0.63,   0.31,  -0.29,  -0.35,  -0.12,  -0.33,  -0.56,   0.04,  -0.44
19280216,  -0.56,  -0.07,  -0.69,  -0.22,   0.11,  -0.50,  -0.60,  -0.28,  -0.59,  -0.66
19280217,  -2.06,  -1.81,  -1.55,  -1.04,  -0.96,  -1.44,  -2.16,  -1.84,  -2.17,  -3.16
19280218,  -1.05,  -0.45,  -0.10,  -0.13,  -0.25,  -0.37,  -0.57,  -0.70,  -0.37,  -1.37
19280220,  -0.10,   0.16,  -0.22,   0.01,  -0.14,   0.04,   0.05,  -0.49,   0.06,  -0.54
19280221,   1.76,   2.01,   0.62,   0.86,   0.77,   0.90,   1.33,   1.07,   1.07,   2.15
19280223,   0.35,   1.17,   0.35,   0.22,   0.48,   0.20,  -0.21,   0.33,  -0.17,   0.54
19280224,   0.72,   0.87,   0.57,   0.58,   0.25,   0.19,   0.17,   0.25,   0.42,   0.26
19280225,   1.03,   0.66,   0.23,   0.15,   0.08,   0.11,  -0.05,   0.20,   0.10,  -0.07
19280227,  -0.97,  -1.20,  -0.68,  -0.48,  -0.21,  -0.14,  -0.56,  -0.52,  -0.60,  -0.84
19280228,   1.11,   0.63,   0.73,   0.21,   0.27,   0.26,   0.42,   0.37,   0.43,   0.46
19280229,   1.25,   0.72,   0.46,  -0.01,   0.49,   0.80,   0.91,   0.49,   0.65,   0.61
19280301,   0.13,   0.13,   0.55,   0.18,   0.00,   0.23,   0.42,   0.25,   0.39,   0.45
19280302,  -0.31,   0.00,   0.09,   0.20,  -0.06,  -0.41,   0.40,   0.27,   0.00,   0.15
19280303,  -0.02,  -0.17,   0.15,   0.08,   0.17,   0.22,   0.65,   2.09,   0.55,   0.46
19280305,  -0.53,   0.16,   0.39,   0.16,   0.45,   0.31,   1.04,   1.30,   1.22,   0.94
19280306,   0.27,  -0.27,  -0.20,   0.18,   0.14,   0.15,   0.38,   0.45,   1.69,   0.63
19280307,  -0.78,  -0.87,  -0.35,  -0.19,  -0.23,  -0.26,  -0.67,  -0.50,  -0.37,  -0.71
19280308,   0.58,   1.03,   0.91,   0.82,   0.29,   0.27,   0.11,   0.37,   0.29,   0.23
19280309,  -0.38,   0.44,   0.47,   0.79,   0.44,   0.92,   1.19,   1.59,   3.74,   1.95
19280310,  -0.06,  -0.52,  -0.36,  -0.48,  -0.05,  -0.34,  -0.12,  -0.04,  -0.95,   0.33
19280312,   0.10,   0.68,   0.31,  -0.13,   0.29,   0.91,   0.72,   0.82,  -0.32,   1.92
19280313,  -0.13,  -0.28,   0.05,  -0.04,  -0.33,  -0.36,  -0.80,  -0.16,  -0.50,   0.01
19280314,   1.07,   0.65,   0.63,  -0.14,   0.24,  -0.04,  -0.14,  -0.30,   0.46,   0.47
19280315,   1.32,   1.34,   0.46,   0.20,   0.55,   0.52,   0.57,   0.52,   2.23,   0.30
19280316,   1.35,   0.97,   0.75,   1.13,   0.63,   1.34,   0.49,   0.62,   2.45,   0.76
19280317,   0.01,   0.06,   0.15,   0.21,   0.48,   0.45,  -0.10,   0.14,  -0.21,  -0.04
19280319,   0.59,  -0.49,   0.40,   0.60,   0.06,  -0.11,   0.05,   0.64,   0.02,  -0.88
19280320,  -0.23,   0.22,   0.04,   0.09,  -0.01,  -0.16,   0.92,   0.46,   1.62,   1.90
19280321,   0.43,   0.50,   0.34,   0.36,   0.66,   1.08,   0.19,   0.95,   1.77,   1.30
19280322,  -1.12,  -1.06,  -0.46,  -0.28,  -0.35,  -0.36,  -0.82,  -0.23,   0.26,  -1.72
19280323,   0.00,   0.11,   0.12,   0.06,   0.45,   0.10,   0.23,   0.71,   2.85,   1.16
19280324,  -0.32,   0.02,  -0.35,  -0.08,  -0.06,  -0.13,   0.09,   0.03,   0.87,   0.29
19280326,   1.92,   0.93,  -0.06,  -0.01,   0.37,   0.89,   0.31,   0.21,   2.96,   3.52
19280327,  -0.21,   0.35,   0.28,   0.00,   0.05,  -0.16,  -0.32,   0.47,  -2.33,   0.04
19280328,   0.19,   1.17,   0.61,   0.17,   0.31,   0.36,   0.20,   0.01,  -1.23,  -0.32
19280329,   0.55,  -0.07,   0.34,   0.00,   0.24,  -0.13,   0.01,   1.23,  -0.40,   0.02
19280330,   0.95,   0.56,   0.86,   0.52,   0.48,   1.46,   3.24,   1.61,   2.81,   2.55
19280331,  -0.58,  -0.59,  -0.14,   0.02,  -0.16,  -0.44,  -0.49,  -0.74,  -1.45,  -1.25
19280402,   0.15,  -0.56,   0.04,  -0.12,  -0.35,  -0.81,  -1.71,  -1.30,  -1.75,  -0.85
19280403,   1.07,   0.69,   0.30,   0.54,   0.23,   0.67,   0.88,   0.55,   0.54,   1.27
19280404,  -0.57,   0.50,  -0.15,  -0.01,  -0.12,   0.11,  -0.11,  -0.37,  -0.41,   0.33
19280405,   2.30,   1.92,   0.89,   0.84,   0.50,   1.23,   0.89,   0.85,   2.60,   0.64
19280409,   0.47,  -0.09,   0.27,   1.03,   0.28,   0.11,   0.96,   0.38,  -0.29,   0.64
19280410,  -0.88,  -1.02,  -0.48,  -0.34,  -0.76,  -0.11,  -0.89,  -0.93,  -1.03,  -1.31
19280411,   1.79,   1.50,   1.48,   0.53,   0.90,   1.87,   1.96,   1.43,   1.14,   2.68
19280412,  -1.04,  -0.38,   0.21,  -0.22,  -0.34,  -0.62,  -0.48,   0.16,  -0.06,  -0.58
19280413,   1.53,   1.75,   2.02,   0.77,   0.79,   1.11,   1.46,   2.74,   1.45,   1.23
19280414,  -0.27,  -0.64,  -0.30,   0.19,  -0.14,  -0.44,  -0.78,  -0.58,  -0.72,  -0.94
19280416,   1.08,   1.41,   3.08,   2.52,   0.44,   0.43,  -0.67,   0.99,  -0.32,  -1.08
19280417,  -0.96,  -0.84,  -0.30,  -0.94,  -0.45,  -1.01,  -0.55,  -1.03,  -0.47,  -0.54
19280418,  -0.33,  -0.44,  -0.09,  -0.16,   0.39,   0.25,   0.31,  -0.27,  -0.06,  -0.07
19280419,   1.95,   0.47,   0.27,   0.30,   0.67,   0.54,   0.59,   0.77,   0.46,   0.47
19280420,  -1.56,  -1.20,  -1.04,  -0.84,  -0.88,  -1.81,  -1.57,  -1.34,  -1.47,  -1.85
19280423,   1.11,  -0.70,  -1.16,   0.47,  -0.10,  -0.40,  -1.52,  -1.24,  -0.52,  -1.76
19280424,   0.43,   0.58,  -0.51,   0.01,  -0.30,   0.38,   0.42,   0.40,   0.36,   1.75
19280425,   3.99,   0.85,   1.20,   0.84,   1.13,   0.84,   0.83,   0.48,   0.31,  -0.22
19280426,   0.68,   1.11,   0.43,   0.50,   0.66,   0.44,   0.20,   0.38,   1.27,   0.85
19280427,  -0.61,   1.07,   0.95,   0.88,   0.53,   0.78,   0.71,   1.77,   1.38,   1.98
19280428,  -0.12,   0.55,   2.81,   0.05,   0.65,   0.42,   0.74,   0.47,   0.43,  -0.45
19280430,  -0.02,  -0.08,   0.40,   0.28,   0.17,  -0.09,   0.40,   0.40,  -0.44,  -0.25
19280501,   0.33,  -0.17,  -0.34,   0.21,   0.06,   0.36,   0.02,   0.50,   0.56,   0.64
19280502,  -0.02,  -0.31,  -0.32,  -0.08,  -0.16,   0.33,   0.03,   0.02,   0.56,   0.54
19280503,  -0.08,  -0.57,   0.91,   0.36,   0.22,  -0.16,   0.08,   0.15,   0.52,   1.64
19280504,   0.86,   0.70,   0.29,   0.62,   0.77,   1.06,   0.81,   1.50,   1.40,   3.12
19280507,  -0.06,   0.43,   0.22,   0.21,   0.24,   0.80,   0.63,   0.60,   0.78,   1.79
19280508,   0.01,  -0.55,  -0.72,  -0.45,  -0.61,  -0.42,   0.14,  -0.20,  -0.78,  -1.33
19280509,   2.34,  -0.27,   0.73,   0.45,   0.05,   0.02,  -0.53,  -0.53,  -0.06,   0.15
19280510,  -0.87,  -0.31,  -0.61,  -0.06,  -0.12,   0.56,  -0.04,   0.11,  -0.20,  -0.80
19280511,   0.36,   0.63,   0.82,   0.27,   1.12,  -0.03,   0.46,   0.87,   1.09,   1.40
19280514,   0.43,  -0.28,   0.03,   0.26,   0.41,   0.31,   0.54,   0.85,   1.06,   0.47
19280515,   0.26,   0.19,  -0.60,   0.07,  -0.18,  -0.36,  -0.10,  -0.33,  -0.01,   0.38
19280516,  -1.97,  -1.21,  -0.81,  -1.44,  -0.93,  -1.27,  -1.45,  -2.02,  -1.37,  -3.08
19280517,  -0.31,  -0.19,  -0.32,  -0.01,   1.86,   0.18,   0.63,  -0.22,   0.09,   1.52
19280518,   0.07,  -0.13,  -0.23,  -0.13,  -0.82,  -0.66,  -0.35,  -0.68,  -0.49,  -2.19
19280521,  -1.62,  -0.52,  -1.05,  -1.10,  -0.96,  -1.43,  -0.59,  -1.69,  -1.28,  -1.65
19280522,  -0.93,  -1.25,  -0.84,  -0.93,  -0.93,  -1.13,  -1.05,  -1.58,  -1.96,  -2.90
19280523,   1.52,   1.93,   1.25,   0.95,   1.05,   1.28,   1.56,   2.18,   2.02,   4.63
19280524,   1.25,   0.08,   0.26,   0.48,   0.40,   0.88,   0.67,   0.43,   1.09,  -0.05
19280525,   0.82,  -0.22,   0.04,  -0.16,   0.26,   1.37,  -0.17,   0.49,   0.48,  -0.38
19280528,  -1.34,  -1.27,  -0.69,  -0.95,  -1.03,  -1.45,  -2.16,  -1.60,  -1.90,  -2.40
19280529,   0.80,   0.61,   0.31,   0.43,   0.00,   0.88,   0.97,   1.68,   0.93,   2.47
19280531,   0.51,   0.87,   0.36,   1.08,   1.05,   0.91,   0.85,   0.88,   0.74,   2.19
19280601,  -0.17,   0.37,   0.41,   0.24,   0.37,   0.23,   0.40,   0.43,   0.25,   1.12
19280602,   0.52,   0.31,   0.06,   0.25,   0.09,   0.62,   0.43,   0.73,   1.89,   1.19
19280604,  -1.41,  -1.47,  -1.17,  -1.40,  -1.42,  -1.69,  -1.83,  -1.93,  -1.85,  -3.83
19280605,   0.34,  -0.14,   0.80,   0.27,  -0.13,  -0.01,   0.23,   0.29,   0.37,   0.70
19280606,  -0.42,  -0.79,  -0.10,  -0.41,  -0.34,  -0.91,  -1.28,  -0.56,  -1.50,  -1.71
